identical_amino_acids,coancestry_distribution,convergent_evolution_distribution
2098,1714,575
2098,1694,568
2098,1687,579
2098,1679,595
2098,1666,597
2098,1721,591
2098,1714,597
2098,1679,577
2098,1703,624
2098,1739,609
2098,1693,636
2098,1719,614
2098,1727,587
2098,1685,579
2098,1722,588
2098,1718,604
2098,1719,579
2098,1719,588
2098,1708,597
2098,1703,550
2098,1719,572
2098,1685,591
2098,1683,596
2098,1700,608
2098,1714,590
2098,1702,585
2098,1664,570
2098,1703,615
2098,1671,577
2098,1698,612
2098,1692,566
2098,1724,578
2098,1732,596
2098,1704,574
2098,1723,581
2098,1753,536
2098,1674,587
2098,1699,611
2098,1702,579
2098,1714,593
2098,1692,605
2098,1690,583
2098,1712,580
2098,1655,581
2098,1686,622
2098,1679,543
2098,1702,589
2098,1688,584
2098,1734,569
2098,1686,593
2098,1697,584
2098,1727,617
2098,1682,572
2098,1716,600
2098,1700,589
2098,1713,595
2098,1692,591
2098,1678,588
2098,1702,623
2098,1693,605
2098,1702,589
2098,1692,597
2098,1736,588
2098,1682,553
2098,1726,615
2098,1693,597
2098,1727,582
2098,1703,588
2098,1700,602
2098,1706,595
2098,1728,613
2098,1724,581
2098,1689,614
2098,1693,598
2098,1711,587
2098,1683,575
2098,1696,583
2098,1687,586
2098,1685,578
2098,1705,545
2098,1699,605
2098,1668,571
2098,1678,575
2098,1703,597
2098,1696,543
2098,1692,631
2098,1715,553
2098,1700,569
2098,1685,589
2098,1704,576
2098,1703,569
2098,1688,594
2098,1693,580
2098,1686,600
2098,1706,624
2098,1728,609
2098,1703,619
2098,1729,571
2098,1704,578
2098,1692,578
2098,1657,591
2098,1717,586
2098,1717,559
2098,1700,586
2098,1688,582
2098,1713,594
2098,1708,618
2098,1708,585
2098,1688,587
2098,1716,575
2098,1698,595
2098,1675,584
2098,1700,611
2098,1709,584
2098,1664,600
2098,1699,594
2098,1717,590
2098,1723,555
2098,1700,570
2098,1719,575
2098,1698,566
2098,1717,597
2098,1686,571
2098,1683,575
2098,1681,629
2098,1676,578
2098,1693,571
2098,1690,586
2098,1697,581
2098,1691,611
2098,1691,571
2098,1680,586
2098,1705,575
2098,1703,553
2098,1690,600
2098,1693,582
2098,1701,593
2098,1700,573
2098,1699,590
2098,1742,591
2098,1685,599
2098,1709,569
2098,1719,599
2098,1693,576
2098,1707,610
2098,1673,603
2098,1707,589
2098,1711,572
2098,1718,582
2098,1707,573
