sample_ID,species,allele_count,type
16439_Cm_Apr2021,Cm,1,MHCII-01
16441_Cc_Apr2021,Cc,1,MHCII-01
16443_Cc_fall2019,Cc,1,MHCII-01
16446_Cm_fall2019,Cm,2,MHCII-01
17503_Cc_Apr2021,Cc,2,MHCII-01
18232_Cc_Apr2021,Cc,1,MHCII-01
18256_Cc_fall2019,Cc,2,MHCII-01
18605_Cc_Apr2021,Cc,2,MHCII-01
18606_Cc_Apr2021,Cc,2,MHCII-01
18607_Cc_Apr2021,Cc,1,MHCII-01
18612_Cc_Apr2021,Cc,1,MHCII-01
18613_Cc_Apr2021,Cc,2,MHCII-01
18617_Cc_fall2019,Cc,1,MHCII-01
18626_Cc_fall2019,Cc,1,MHCII-01
18638_Cc_Apr2021,Cc,1,MHCII-01
18639_Cc_Apr2021,Cc,1,MHCII-01
18645_Cc_Apr2021,Cc,1,MHCII-01
18654_Dc-B_Aug2023,Dc,1,MHCII-01
18680_Cc_Apr2021,Cc,1,MHCII-01
18688_Cc_Apr2021,Cc,1,MHCII-01
18689_Cc_Apr2021,Cc,2,MHCII-01
18697_Cc_Apr2021,Cc,1,MHCII-01
18700_Cc_Apr2021,Cc,1,MHCII-01
18702_Cc_Apr2021,Cc,1,MHCII-01
18703_Cc_Apr2021,Cc,2,MHCII-01
18706_Cc_fall2019,Cc,2,MHCII-01
18884_Dc-B_Aug2023,Dc,1,MHCII-01
19642_Cc_fall2019,Cc,2,MHCII-01
19919_Dc-A_Aug2023,Dc,1,MHCII-01
19926_Dc-B_Aug2023,Dc,1,MHCII-01
19929_Dc-B_Aug2023,Dc,1,MHCII-01
19965_Dc-B_Aug2023,Dc,1,MHCII-01
19973_Dc-B_Aug2023,Dc,1,MHCII-01
21411_Cm_Apr2021,Cm,1,MHCII-01
21413_Cm_Apr2021,Cm,1,MHCII-01
21414_Cm_fall2019,Cm,1,MHCII-01
21417_Cm_Apr2021,Cm,1,MHCII-01
21419_Cm_Apr2021,Cm,2,MHCII-01
21420-B_Cm_Aug2023,Cm,1,MHCII-01
21421_Cm_fall2019,Cm,1,MHCII-01
21422_Cm_fall2019,Cm,1,MHCII-01
21423_Cm_Apr2021,Cm,1,MHCII-01
21438_Cm_fall2019,Cm,2,MHCII-01
21536_Dc-B_Aug2023,Dc,1,MHCII-01
21559_Dc-B_Aug2023,Dc,1,MHCII-01
21970_Dc-B_Aug2023,Dc,1,MHCII-01
23064_Dc-B_Aug2023,Dc,1,MHCII-01
23065_Dc-A_Aug2023,Dc,1,MHCII-01
23081_Dc-B_Aug2023,Dc,1,MHCII-01
23089_Dc-B_Aug2023,Dc,1,MHCII-01
23093_Dc-B_Aug2023,Dc,1,MHCII-01
23095_Dc-B_Aug2023,Dc,1,MHCII-01
23101_Dc-B_Aug2023,Dc,1,MHCII-01
23102_Dc-B_Aug2023,Dc,1,MHCII-01
23112_Dc-B_Aug2023,Dc,1,MHCII-01
23118_Dc-B_Aug2023,Dc,1,MHCII-01
23128_Dc-B_Aug2023,Dc,1,MHCII-01
23131_Dc-B_Aug2023,Dc,1,MHCII-01
27928_Dc-B_Aug2023,Dc,1,MHCII-01
28012_Dc-A_Aug2023,Dc,1,MHCII-01
28022_Dc-B_Aug2023,Dc,1,MHCII-01
28107_Dc-B_Aug2023,Dc,1,MHCII-01
29555_Dc-B_Aug2023,Dc,2,MHCII-01
29756_Dc-B_Aug2023,Dc,1,MHCII-01
29798_Dc-A_Aug2023,Dc,1,MHCII-01
31764_Dc-B_Aug2023,Dc,1,MHCII-01
32668_Dc-B_Aug2023,Dc,1,MHCII-01
34061_Dc-B_Aug2023,Dc,1,MHCII-01
51124_Cc_fall2019,Cc,2,MHCII-01
51127_Cc_fall2019,Cc,1,MHCII-01
51128_Cc_fall2019,Cc,1,MHCII-01
51145_Cm_Apr2021,Cm,2,MHCII-01
51149_Cm_fall2019,Cm,1,MHCII-01
51156_Cm_Apr2021,Cm,1,MHCII-01
51166_Cc_fall2019,Cc,1,MHCII-01
51175_Cc_Apr2021,Cc,1,MHCII-01
51180_Cc_Apr2021,Cc,2,MHCII-01
51181_Cc_fall2019,Cc,1,MHCII-01
51190_Cc_fall2019,Cc,1,MHCII-01
51191_Cm_Apr2021,Cm,1,MHCII-01
51195_Cc_fall2019,Cc,2,MHCII-01
51198_Cc_fall2019,Cc,1,MHCII-01
51199_Cc_fall2019,Cc,2,MHCII-01
51201_Cc_fall2019,Cc,2,MHCII-01
51202_Cc_Apr2021,Cc,1,MHCII-01
51203-B_Cc_Aug2023,Cc,1,MHCII-01
51204_Cc_Apr2021,Cc,2,MHCII-01
51208_Cc_fall2019,Cc,1,MHCII-01
51213_Cm_Apr2021,Cm,2,MHCII-01
51214_Cm_Apr2021,Cm,2,MHCII-01
51217_Cm_Apr2021,Cm,2,MHCII-01
51218_Cm_Apr2021,Cm,2,MHCII-01
51219_Cc_fall2019,Cc,1,MHCII-01
51220_Cc_fall2019,Cc,2,MHCII-01
51279_Cc_Apr2021,Cc,2,MHCII-01
51284_Cc_fall2019,Cc,2,MHCII-01
51295_Cc_fall2019,Cc,2,MHCII-01
51297_Cc_Apr2021,Cc,1,MHCII-01
51303_Cc_Apr2021,Cc,1,MHCII-01
51305_Cc_Apr2021,Cc,1,MHCII-01
51306_Cc_Apr2021,Cc,1,MHCII-01
51311_Cc_fall2019,Cc,2,MHCII-01
51314_Cc_fall2019,Cc,1,MHCII-01
51389_Cc_Apr2021,Cc,2,MHCII-01
51449_Cc_fall2019,Cc,1,MHCII-01
51450_Cc_fall2019,Cc,1,MHCII-01
51451_Cc_fall2019,Cc,1,MHCII-01
51452_Cc_fall2019,Cc,1,MHCII-01
51455_Cc_fall2019,Cc,2,MHCII-01
51462_Cc_fall2019,Cc,1,MHCII-01
51463_Cc_fall2019,Cc,2,MHCII-01
52008_Cm_Apr2021,Cm,2,MHCII-01
52016_Cm_Apr2021,Cm,1,MHCII-01
52018_Cm_Apr2021,Cm,2,MHCII-01
52071_Cm_Apr2021,Cm,2,MHCII-01
52562_Dc-B_Aug2023,Dc,1,MHCII-01
52599_Dc-B_Aug2023,Dc,1,MHCII-01
53241_Dc-B_Aug2023,Dc,1,MHCII-01
53310_Dc-B_Aug2023,Dc,1,MHCII-01
53618_Dc-A_Aug2023,Dc,1,MHCII-01
53642_Dc-A_Aug2023,Dc,1,MHCII-01
53657_Dc-B_Aug2023,Dc,1,MHCII-01
53738_Dc-B_Aug2023,Dc,1,MHCII-01
53739_Dc-B_Aug2023,Dc,1,MHCII-01
54733_Dc-B_Aug2023,Dc,1,MHCII-01
54976_Dc-B_Aug2023,Dc,1,MHCII-01
55025_Dc-B_Aug2023,Dc,1,MHCII-01
55862_Dc-B_Aug2023,Dc,1,MHCII-01
55933_Dc-B_Aug2023,Dc,1,MHCII-01
55957_Dc-B_Aug2023,Dc,1,MHCII-01
56578_Dc-B_Aug2023,Dc,1,MHCII-01
56609_Dc-B_Aug2023,Dc,1,MHCII-01
56707_Dc-B_Aug2023,Dc,1,MHCII-01
56726_Dc-B_Aug2023,Dc,1,MHCII-01
57514_Dc-B_Aug2023,Dc,1,MHCII-01
57825_Dc-B_Aug2023,Dc,1,MHCII-01
57864_Dc-B_Aug2023,Dc,1,MHCII-01
58552_Dc-B_Aug2023,Dc,1,MHCII-01
58558_Dc-B_Aug2023,Dc,1,MHCII-01
58649_Dc-B_Aug2023,Dc,1,MHCII-01
147163_Lk-B_Aug2023,Lk,1,MHCII-01
181508_Lk-B_Aug2023,Lk,1,MHCII-01
210556_Lk-B_Aug2023,Lk,1,MHCII-01
210561_Lk-B_Aug2023,Lk,1,MHCII-01
214590_Lk-B_Aug2023,Lk,1,MHCII-01
BP7052_Cm_Apr2021,Cm,1,MHCII-01
BP8275B_Cm_Apr2021,Cm,2,MHCII-01
EEC992_Cm_Apr2021,Cm,2,MHCII-01
EEF822_Cc_Apr2021,Cc,2,MHCII-01
EEF830_Cc_Apr2021,Cc,2,MHCII-01
EEF924_Cc_Apr2021,Cc,1,MHCII-01
EEF945_Cc_Apr2021,Cc,1,MHCII-01
EEF959_Cc_Apr2021,Cc,2,MHCII-01
EEF969-CC_Apr2021,Cc,1,MHCII-01
EEF976_Cc_Apr2021,Cc,1,MHCII-01
HB0443_Cm_Apr2021,Cm,1,MHCII-01
HB0720_Cm_Apr2021,Cm,1,MHCII-01
HB4709_Cm_Apr2021,Cm,2,MHCII-01
HB4711_Cm_Apr2021,Cm,2,MHCII-01
HB4734_33_Cc_fall2019,Cc,2,MHCII-01
HB4741_Cm_Apr2021,Cm,1,MHCII-01
HB4759_Cc_Apr2021,Cc,1,MHCII-01
HB4773_Cm_Apr2021,Cm,2,MHCII-01
HB4775_Cm_Apr2021,Cm,2,MHCII-01
HB4785_Cm_Apr2021,Cm,2,MHCII-01
HB4789_Cm_Apr2021,Cm,2,MHCII-01
HB4797_Cm_Apr2021,Cm,1,MHCII-01
HB7555_Cm_Apr2021,Cm,2,MHCII-01
HB7593_Cm_Apr2021,Cm,2,MHCII-01
HH0011_Cm_Apr2021,Cm,1,MHCII-01
HH0013_Cc_Apr2021,Cc,1,MHCII-01
HH0019_Cc_Apr2021,Cc,1,MHCII-01
HH0023_Cc_Apr2021,Cc,1,MHCII-01
HH0025_Cc_Apr2021,Cc,1,MHCII-01
HH0029_Cc_Apr2021,Cc,2,MHCII-01
HH0038_Cm_Apr2021,Cm,2,MHCII-01
HH0051_Cc_Apr2021,Cc,2,MHCII-01
HH0069_Cm_Apr2021,Cm,1,MHCII-01
HH0076_Cm_Apr2021,Cm,1,MHCII-01
HH0088_89_Cc_fall2019,Cc,1,MHCII-01
HH0334_Cm_Apr2021,Cm,2,MHCII-01
HH0391_Cm_Apr2021,Cm,1,MHCII-01
HH0413_Cc_Apr2021,Cc,1,MHCII-01
HH0420_Cm_Apr2021,Cm,1,MHCII-01
HH0430_Cm_Apr2021,Cm,2,MHCII-01
HH0470_Cm_Apr2021,Cm,1,MHCII-01
HH1167_68_Cm_fall2019,Cm,2,MHCII-01
HH2358_Cm_Apr2021,Cm,2,MHCII-01
HH2368_Cm_Apr2021,Cm,1,MHCII-01
HH4810_Cm_fall2019,Cm,1,MHCII-01
HH4811_12_Cm_fall2019,Cm,1,MHCII-01
HH4818_19_Cm_fall2019,Cm,2,MHCII-01
HH4837_38_Cc_fall2019,Cc,1,MHCII-01
HH4839_40_Cc_fall2019,Cc,1,MHCII-01
HH4852_51_Cm_fall2019,Cm,1,MHCII-01
Lk-WP50_Aug2023,Lk,1,MHCII-01
STG099_Lk-A_Aug2023,Lk,1,MHCII-01
STG109_Lk-A_Aug2023,Lk,1,MHCII-01
STG167_Lk-A_Aug2023,Lk,1,MHCII-01
STG169_Lk-A_Aug2023,Lk,1,MHCII-01
STG170_Lk-A_Aug2023,Lk,1,MHCII-01
STG174_Lk-A_Aug2023,Lk,1,MHCII-01
STG176_Lk-A_Aug2023,Lk,1,MHCII-01
STG177_Lk-A_Aug2023,Lk,1,MHCII-01
STG179_Lk-A_Aug2023,Lk,1,MHCII-01
STG180_Lk-A_Aug2023,Lk,1,MHCII-01
STG186_Lk-A_Aug2023,Lk,1,MHCII-01
STG209_Lk-A_Aug2023,Lk,1,MHCII-01
STG211_Lk-A_Aug2023,Lk,1,MHCII-01
STG221_Lk-A_Aug2023,Lk,1,MHCII-01
STG225_Lk-A_Aug2023,Lk,1,MHCII-01
STG227_Lk-A_Aug2023,Lk,1,MHCII-01
STG229_Lk-A_Aug2023,Lk,2,MHCII-01
STG246_Lk-A_Aug2023,Lk,1,MHCII-01
STG254_Lk-A_Aug2023,Lk,1,MHCII-01
STG260_Lk-A_Aug2023,Lk,1,MHCII-01
STG268_Lk-A_Aug2023,Lk,2,MHCII-01
STG278_Lk-A_Aug2023,Lk,1,MHCII-01
STG290_Lk-A_Aug2023,Lk,1,MHCII-01
Trident_Cm_fall2019,Cm,1,MHCII-01
W1144_Cm_Apr2021,Cm,1,MHCII-01
